# Gumbel-Zero joint training x search-shape sweep (plans/gumbel-mcts-results-5-violet-harbor.md). One row per checkpoint (404 total: 101 draws x 4 rungs).
# cvisit/cscale/m columns are RATING-time search shape only (the gaz(...) serving head). Training self-play never reads them: ml_gumbelzero.cpp calls
# gumbelSearch() directly and never touches g_gumbelCVisit/g_gumbelCScale/g_gumbelRootM, so every row's actual self-play search shape is the fixed engine
# default (cvisit=50, cscale=1.0, m=16), regardless of the swept cvisit/cscale/m values below.
# elo/games/cpu_ms_move/playstyle columns are from a PINNED screening fit against ranking/roster_screening_pool.txt (Docs/ranking-workflow.md Workflow A):
# screening only, not certification -- see the results doc's Caveats section before treating any single row's Elo as a reliable ranking.
# Wide pivot of D:\Downloads\Zeph\Board Games\Breakthrough\plans\gumbel-mcts-joint-sweep-agents-5-violet-harbor.tsv: one row per {block, seed}, rung values spread into columns.
# Columns constant across a group's rung values are not suffixed; columns that vary are '<col>_rung<value>'.
# Generated by tools/export_cohort_results.ps1.
block	seed	sims	lr	l2	replaycap	replaywarm	batch	open	cvisit	cscale	m	games	nodes_per_move	search_head_id	slot_rung100	slot_rung400	slot_rung1500	slot_rung4000	model_rung100	model_rung400	model_rung1500	model_rung4000	elo_rung100	elo_rung400	elo_rung1500	elo_rung4000	elo_pm_rung100	elo_pm_rung400	elo_pm_rung1500	elo_pm_rung4000	cpu_ms_move_rung100	cpu_ms_move_rung400	cpu_ms_move_rung1500	cpu_ms_move_rung4000	wl_as_white_rung100	wl_as_white_rung400	wl_as_white_rung1500	wl_as_white_rung4000	wl_as_black_rung100	wl_as_black_rung400	wl_as_black_rung1500	wl_as_black_rung4000	avg_plies_rung100	avg_plies_rung400	avg_plies_rung1500	avg_plies_rung4000	end_piece_margin_rung100	end_piece_margin_rung400	end_piece_margin_rung1500	end_piece_margin_rung4000	eff_elo_per_log2cpu_rung100	eff_elo_per_log2cpu_rung400	eff_elo_per_log2cpu_rung1500	eff_elo_per_log2cpu_rung4000	model_id_rung100	model_id_rung400	model_id_rung1500	model_id_rung4000	full_agent_id_rung100	full_agent_id_rung400	full_agent_id_rung1500	full_agent_id_rung4000
R55	8855	300	0.003	0	2000	32	8	8	1000	100	8	432	0	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1	1218	1219	1220	1221	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1218.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1219.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1220.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1221.txt	378	541	557	704	29	24	23	20	2.082	1.060	1.010	1.023	39-177	62-154	68-148	90-126	26-190	44-172	43-173	77-139	43	49	45	48	-1.9	-1.1	-0.7	0.3	34	54	56	70	learned(model=1218,8e526ccc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1219,0e594c9f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1220,9e61b31e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1221,9e732bb5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1.learned(model=1218,8e526ccc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1.learned(model=1219,0e594c9f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1.learned(model=1220,9e61b31e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=100,m=8)@1.learned(model=1221,9e732bb5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R56	8856	500	0.03	0	8000	128	32	8	1000	130	12	432	0	gaz(sims=500,cvisit=1000,cscale=130,m=12)@1	1222	1223	1224	1225	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1222.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1223.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1224.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1225.txt	628	748	739	724	21	19	19	20	2.558	1.959	1.896	1.637	66-150	109-107	84-132	89-127	70-146	78-138	99-117	87-129	50	53	57	59	-0.0	0.7	1.4	1.8	55	68	68	68	learned(model=1222,48bd7ac6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1223,777030e6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1224,b672f894,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1225,d0cb7445,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=130,m=12)@1.learned(model=1222,48bd7ac6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=130,m=12)@1.learned(model=1223,777030e6,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=130,m=12)@1.learned(model=1224,b672f894,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=130,m=12)@1.learned(model=1225,d0cb7445,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R57	8857	500	0.03	0	500	16	32	4	400	70	20	432	0	gaz(sims=500,cvisit=400,cscale=70,m=20)@1	1226	1227	1228	1229	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1226.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1227.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1228.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1229.txt	584	517	680	643	22	24	20	21	1.439	1.611	1.582	1.532	63-153	52-164	81-135	52-164	57-159	47-169	76-140	90-126	43	48	49	54	-0.7	0.0	-0.1	0.3	56	49	64	61	learned(model=1226,d232ee9f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1227,7cda70d1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1228,93f3a7eb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1229,6ec3a653,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70,m=20)@1.learned(model=1226,d232ee9f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70,m=20)@1.learned(model=1227,7cda70d1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70,m=20)@1.learned(model=1228,93f3a7eb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=70,m=20)@1.learned(model=1229,6ec3a653,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R58	8858	300	0.03	0.0003	2000	32	8	0	800	70	12	432	0	gaz(sims=300,cvisit=800,cscale=70,m=12)@1	1230	1231	1232	1233	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1230.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1231.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1232.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1233.txt	601	604	572	563	22	22	23	23	0.882	0.865	0.953	0.960	56-160	48-168	42-174	45-171	70-146	79-137	74-142	68-148	43	45	46	45	-1.0	-0.8	-0.9	-1.0	61	62	58	57	learned(model=1230,1b0ff28c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1231,bffe44ba,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1232,c3ba4fb1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1233,de51a4fb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=12)@1.learned(model=1230,1b0ff28c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=12)@1.learned(model=1231,bffe44ba,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=12)@1.learned(model=1232,c3ba4fb1,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=12)@1.learned(model=1233,de51a4fb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R59	8859	500	0.003	0.001	500	16	128	8	600	70	16	432	0	gaz(sims=500,cvisit=600,cscale=70)@1	1234	1235	1236	1237	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1234.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1235.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1236.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1237.txt	534	566	587	541	24	23	22	24	1.413	1.400	1.408	1.447	64-152	66-150	66-150	73-143	40-176	48-168	55-161	33-183	40	46	43	41	-0.3	-0.9	-0.5	-0.5	51	54	56	51	learned(model=1234,791e438e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1235,c96e026c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1236,0989e221,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1237,63332c16,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=70)@1.learned(model=1234,791e438e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=70)@1.learned(model=1235,c96e026c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=70)@1.learned(model=1236,0989e221,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=70)@1.learned(model=1237,63332c16,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R60	8860	400	0.03	0.001	8000	128	8	8	600	40	20	432	0	gaz(sims=400,cvisit=600,cscale=40,m=20)@1	1238	1239	1240	1241	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1238.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1239.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1240.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1241.txt	433	710	606	368	27	20	22	30	1.867	1.540	1.010	1.210	35-181	78-138	75-141	21-195	42-174	92-124	53-163	42-174	47	52	49	50	-1.3	-0.0	0.9	-0.7	40	67	61	36	learned(model=1238,325ba256,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1239,bb163229,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1240,de7429cb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1241,5de6fb44,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=40,m=20)@1.learned(model=1238,325ba256,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=40,m=20)@1.learned(model=1239,bb163229,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=40,m=20)@1.learned(model=1240,de7429cb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=40,m=20)@1.learned(model=1241,5de6fb44,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R61	8861	400	0.03	0.001	8000	128	8	8	1000	100	12	432	0	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1	1242	1243	1244	1245	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1242.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1243.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1244.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1245.txt	553	713	550	450	23	20	23	27	2.174	1.841	1.171	1.271	59-157	86-130	66-150	51-165	51-165	85-131	43-173	30-186	52	53	42	45	-1.4	0.0	-0.8	-0.8	50	66	54	44	learned(model=1242,d449f180,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1243,6805b641,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1244,a9b366fc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1245,ad889304,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1.learned(model=1242,d449f180,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1.learned(model=1243,6805b641,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1.learned(model=1244,a9b366fc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=1000,cscale=100,m=12)@1.learned(model=1245,ad889304,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R62	8862	400	0.03	0.001	500	16	8	0	400	100	20	432	0	gaz(sims=400,cvisit=400,cscale=100,m=20)@1	1246	1247	1248	1249	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1246.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1247.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1248.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1249.txt	601	537	569	595	22	24	23	22	1.060	1.167	1.128	1.107	66-150	60-156	66-150	70-146	60-156	45-171	49-167	54-162	40	41	42	42	-1.0	-0.8	-1.2	-0.9	60	53	56	59	learned(model=1246,07f6978d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1247,83196610,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1248,60f44616,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1249,fdb90bb7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=20)@1.learned(model=1246,07f6978d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=20)@1.learned(model=1247,83196610,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=20)@1.learned(model=1248,60f44616,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=20)@1.learned(model=1249,fdb90bb7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R63	8863	300	0.003	0.001	500	16	128	0	800	70	16	432	0	gaz(sims=300,cvisit=800,cscale=70)@1	1250	1251	1252	1253	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1250.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1251.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1252.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1253.txt	569	578	531	550	23	23	24	23	0.754	0.776	0.969	0.846	55-161	58-158	39-177	39-177	60-156	60-156	64-152	70-146	40	41	44	42	-1.2	-1.1	-1.5	-1.2	60	60	54	57	learned(model=1250,834374cb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1251,108ed8f4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1252,06b9c05f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1253,aa3e5817,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70)@1.learned(model=1250,834374cb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70)@1.learned(model=1251,108ed8f4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70)@1.learned(model=1252,06b9c05f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70)@1.learned(model=1253,aa3e5817,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R64	8864	400	0.003	0.001	500	16	128	8	600	40	20	432	0	gaz(sims=400,cvisit=600,cscale=40,m=20)@1	1254	1255	1256	1257	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1254.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1255.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1256.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1257.txt	500	521	496	572	25	24	25	23	1.088	1.028	1.254	1.130	58-158	56-160	64-152	68-148	36-180	44-172	29-187	48-168	41	38	41	42	-1.2	-0.5	-1.2	-0.7	50	52	48	56	learned(model=1254,b0fda3c0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1255,1ec497f9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1256,39a4597a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1257,0ab7a4fc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=40,m=20)@1.learned(model=1254,b0fda3c0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=40,m=20)@1.learned(model=1255,1ec497f9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=40,m=20)@1.learned(model=1256,39a4597a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=40,m=20)@1.learned(model=1257,0ab7a4fc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R65	8865	400	0.03	0	2000	32	8	0	600	130	20	432	0	gaz(sims=400,cvisit=600,cscale=130,m=20)@1	1258	1259	1260	1261	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1258.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1259.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1260.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1261.txt	581	606	524	680	23	22	24	20	1.130	1.217	1.283	1.273	58-158	62-154	57-159	72-144	61-155	66-150	44-172	85-131	45	48	52	52	-0.7	-0.7	-0.5	0.9	57	59	51	66	learned(model=1258,caeaf1cc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1259,c02f5791,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1260,2ba84c35,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1261,38904d25,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=20)@1.learned(model=1258,caeaf1cc,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=20)@1.learned(model=1259,c02f5791,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=20)@1.learned(model=1260,2ba84c35,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=130,m=20)@1.learned(model=1261,38904d25,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R66	8866	500	0.003	0.001	8000	128	32	4	1000	70	20	432	0	gaz(sims=500,cvisit=1000,cscale=70,m=20)@1	1262	1263	1264	1265	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1262.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1263.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1264.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1265.txt	470	517	450	550	26	24	27	23	2.639	1.528	1.671	1.506	47-169	41-175	30-186	42-174	39-177	58-158	51-165	67-149	50	45	44	43	-0.8	-0.6	-1.1	-0.8	41	49	42	52	learned(model=1262,91f14063,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1263,9afcd85a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1264,dfccf4ad,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1265,88b7d4ce,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=70,m=20)@1.learned(model=1262,91f14063,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=70,m=20)@1.learned(model=1263,9afcd85a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=70,m=20)@1.learned(model=1264,dfccf4ad,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=70,m=20)@1.learned(model=1265,88b7d4ce,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R67	8867	500	0.01	0.001	8000	128	8	8	400	100	8	432	0	gaz(sims=500,cvisit=400,cscale=100,m=8)@1	1266	1267	1268	1269	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1266.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1267.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1268.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1269.txt	373	507	572	493	30	25	23	25	2.773	1.704	1.438	1.649	36-180	57-159	74-142	56-160	28-188	39-177	42-174	36-180	45	46	45	48	-1.5	-0.4	-0.4	-0.9	33	47	55	46	learned(model=1266,fc18ddbf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1267,8c543baa,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1268,e8dae432,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1269,49e1cb75,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1266,fc18ddbf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1267,8c543baa,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1268,e8dae432,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100,m=8)@1.learned(model=1269,49e1cb75,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R68	8868	400	0.01	0	500	16	32	0	400	100	8	432	0	gaz(sims=400,cvisit=400,cscale=100,m=8)@1	1270	1271	1272	1273	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1270.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1271.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1272.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1273.txt	560	646	606	572	23	21	22	23	1.181	1.294	1.295	1.352	51-165	69-147	50-166	71-145	61-155	74-142	78-138	45-171	46	49	53	50	-0.7	-0.4	-0.1	0.4	55	62	59	55	learned(model=1270,20fe0e0f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1271,6431bf57,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1272,42ee7118,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1273,d60ec8da,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=8)@1.learned(model=1270,20fe0e0f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=8)@1.learned(model=1271,6431bf57,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=8)@1.learned(model=1272,42ee7118,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=400,cscale=100,m=8)@1.learned(model=1273,d60ec8da,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R69	8869	500	0.003	0.001	500	16	32	8	600	130	12	432	0	gaz(sims=500,cvisit=600,cscale=130,m=12)@1	1274	1275	1276	1277	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1274.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1275.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1276.txt	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1277.txt	569	485	424	541	23	25	28	24	1.595	1.684	1.768	1.729	59-157	60-156	42-174	63-153	56-160	30-186	33-183	43-173	45	47	43	46	-1.1	-0.4	-0.8	-0.8	53	45	39	50	learned(model=1274,53435cb7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1275,1b47a90e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1276,1d3b871e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	learned(model=1277,30fe3ecf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=130,m=12)@1.learned(model=1274,53435cb7,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=130,m=12)@1.learned(model=1275,1b47a90e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=130,m=12)@1.learned(model=1276,1d3b871e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=600,cscale=130,m=12)@1.learned(model=1277,30fe3ecf,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
